Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,38.5,Mercedes-Benz,C-Class C 220d Avantgarde Edition C
Jaipur,2011,70000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,2.15,Hyundai,Era 1.1
Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,3.75,Skoda,Style 1.8 TSI AT
Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,8.95,Volkswagen,1.5 TDI Highline AT
Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248.0,,5.0,5.0,Maruti,VDI BSIV
Pune,2010,61700,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.95,Honda,2010-2013 1.8 V MT
Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49,BMW,Series 320i Sedan
Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.85,Hyundai,Xing GLS
Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248.0,,5.0,6.45,Maruti,VDI BSIV
Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,5.25,Honda,2001-2003 2.3 VTi L AT
Kolkata,2014,47052,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,Maruti,VDI
Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,67.0,5.0,3.82,Ford,Classic 1.4 Duratorq LXI
Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,39.0,Audi,3.0 TDI Quattro Premium Plus
Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.75,Audi,35 TDI Premium
Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.2,Tata,Vista Quadrajet VX
Chennai,2008,120000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,2.0,Hyundai,CRDi ABS
Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,56.5,Mercedes-Benz,E 220 d
Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,21.0,BMW,Series 320d Luxury Line
Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.0,Hyundai,i10 CRDi Asta
Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.83,Hyundai,Sportz AT
Kochi,2016,19148,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.89,Maruti,VXi BSIV
Kolkata,2010,35008,Petrol,Manual,First,17.92,1086.0,62.1,5.0,1.36,Hyundai,Xing GLS
Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,44.0,BMW,Series Gran Coupe
Mumbai,2014,53000,CNG,Manual,First,9.503,1586.0,85.7,5.0,3.26,Maruti,Green Vxi (CNG)
Bangalore,2016,36000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,8.0,Hyundai,1.4 VTVT
Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25,Maruti,Dzire ZDI
Pune,2018,30000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6.0,Maruti,VDI
Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,16.61,Skoda,2.0 TDI AT Style Plus
Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461.0,108.45,5.0,7.26,Renault,110PS Diesel RxL
Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,4.0,Mahindra,2.6 CRDe
Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,34.51,BMW,Series 2013-2017 520d Luxury Line
Chennai,2003,101000,Petrol,Manual,Third,17.3,1061.0,64.0,5.0,0.95,Maruti,R VXI BSIII
Hyderabad,2007,84169,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.2,Maruti,R LXI BSIII
Mumbai,2017,14001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75,Hyundai,Sportz 1.2
Pune,2005,100000,CNG,Manual,Third,7.31,1086.0,,5.0,1.2,Hyundai,Xing XO CNG
Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,36.75,Land Rover,Discovery SE 3.0 TD6
Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,10.0,Mercedes-Benz,C-Class 230 Avantgarde
Kochi,2014,64158,Diesel,Automatic,First,18.48,,,,17.89,BMW,Series 520d Sedan
Mumbai,2012,38800,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.05,Nissan,2011-2014 Diesel XV
Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,22.0,Audi,3.0 TDI quattro
Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,27.87,Mercedes-Benz,200 CDI Sport
Kolkata,2018,2900,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.75,Maruti,Brezza ZDi
Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.79,Maruti,Dzire Vdi BSIV
Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498.0,108.4,5.0,11.92,Skoda,1.5 TDI Ambition
Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,53.11,Audi,35 TDI Quattro Technology
Jaipur,2006,145000,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.15,Maruti,R LXI
Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,7.45,Honda,i DTEC VX Option
Jaipur,2017,12000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.5,Hyundai,Magna Plus
Kochi,2018,21603,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,70.15,Mercedes-Benz,2015-2017 E350 CDI Avantgrade
Bangalore,2011,65000,Petrol,Manual,Second,,,,,3.15,Hyundai,GLS II - Euro II
Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,19.5,BMW,Series 320d
Pune,2012,39000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,15.0,BMW,Series 318i Sedan
Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493.0,100.0,7.0,7.57,Mahindra,N8
Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.4,Maruti,VXi
Chennai,2016,25000,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,60.0,BMW,xDrive 40d M Sport
Kolkata,2010,30000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1.6,Chevrolet,LT
Pune,2014,68218,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.9,Maruti,Dzire VXI
Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.95,Maruti,ZDI
Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461.0,83.8,5.0,5.35,Renault,85PS Diesel RxL
Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,5.4,Honda,VX AT i-Vtech
Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,23.45,Audi,2.0 TDI Premium Sport Limited Edition
Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,1.9,Skoda,Ambiente 1.9 TDI MT
Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6.1,Honda,E i-Dtech
Mumbai,2006,127001,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.95,Toyota,2.5 EV Diesel MS 8 Str BSIII
Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.5,Hyundai,D Lite Plus
Kochi,2018,30953,Petrol,Manual,First,22.7,799.0,53.64,5.0,3.48,Datsun,T Option
Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.4,Maruti,VDI
Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835.0,118.6,6.0,7.99,Mitsubishi,2.8 GLX Sports
Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400.0,215.0,5.0,10.99,Volvo,D5
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,18.5,Toyota,4x2 AT
Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956.0,170.0,5.0,21.69,Jeep,2.0 Limited 4X4
Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.17,Maruti,Dzire VDI
Delhi,2011,103814,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,4.5,Hyundai,1.6 SX
Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8.0,6.75,Mahindra,VLX 2WD BSIV
Kochi,2013,56075,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.12,Hyundai,Era
Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,8.25,Toyota,2.5 G (Diesel) 8 Seater
Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.14,Toyota,Crysta 2.8 ZX AT
Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.6,Toyota,2.5 G (Diesel) 8 Seater
Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.61,Maruti,Dzire ZDI
Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13.23,Hyundai,1.6 CRDi AT SX Plus
Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8.0,4.75,Toyota,2.5 G (Diesel) 8 Seater BS IV
Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,2.9,Volkswagen,Diesel Highline
Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499.0,80.0,10.0,5.5,Chevrolet,LS B3 10 Seats BSIII
Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.47,Mahindra,Rexton RX7
Mumbai,2008,38235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.95,Hyundai,Magna
Kolkata,2011,37000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.2,Hyundai,Sportz 1.2
Mumbai,2006,50888,Petrol,Manual,First,17.0,1086.0,,5.0,1.15,Hyundai,Xing XG eRLX Euro III
Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.35,Honda,S i-Vtech
Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.5,Maruti,ZXI AT
Chennai,2013,90000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.55,Hyundai,i10 Asta
Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.75,Maruti,Dzire VDi
Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,4.52,Hyundai,Sportz
Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,12.75,BMW,sDrive 20d Exclusive
Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,20.04,Audi,2.0 TDI 177 Bhp Premium Plus
Bangalore,2014,87000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.5,Nissan,XL 85 PS
Chennai,2007,179032,Diesel,Manual,First,11.56,3200.0,199.3,7.0,7.5,Mitsubishi,3.2 GLS
Mumbai,2016,8000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,4.15,Maruti,R VXI AMT
Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.5,Honda,2006-2010 1.8 (E) MT
Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.4,Hyundai,2015-2017 Magna 1.2
Mumbai,2016,13198,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.15,Maruti,K10 VXI
Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,52.5,Audi,35 TDI Quattro Technology
Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.95,Hyundai,Sportz Option 1.2
Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,6.97,Tata,AMT 1.2 Revotron XZA
Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,Hyundai,Sportz 1.2
Pune,2007,70000,Petrol,Manual,First,,1086.0,,5.0,1.12,Hyundai,Xing XP
Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5.0,6.69,Renault,85PS Diesel RxL Optional
Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,5.9,Tata,XT EX 4X4
Kolkata,2009,30675,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.25,Hyundai,Magna
Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.5,Maruti,Dzire VDI
Pune,2015,55000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.61,Hyundai,Magna
Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.5,Mercedes-Benz,C-Class 220 CDI AT
Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.0,Mini,Convertible S
Jaipur,2010,57000,Petrol,Manual,First,26.0,624.0,35.0,4.0,0.5,Tata,Cx
Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,5.75,Maruti,ZDi Plus
Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,11.5,Hyundai,CRDi 1.6 SX Option
Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.75,Hyundai,Era Plus
Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,31.5,BMW,Series 2013-2017 520d Luxury Line
Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.92,Honda,S MT
Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.52,Maruti,VDi
Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,17.55,BMW,Series 320d Prestige
Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.8,Maruti,Dzire LDI
Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6.95,Maruti,Dzire VDI
Kolkata,2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,2.4,Renault,RxL
Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,5.25,Chevrolet,LTZ AT
Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4.25,Maruti,Dzire ZXi
Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,1.5,Tata,CS LX (TDI) BS III
Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.5,Hyundai,i10 CRDi Sportz
Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,Tata,Vista Quadrajet LS
Chennai,2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1.55,Ford,1.4 TDCi EXI
Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,6.5,Renault,85PS Diesel RxE
Pune,2012,95000,Diesel,Automatic,Second,18.48,,,,18.0,BMW,Series 520d Sedan
Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.96,Hyundai,i10 CRDi SportZ Edition
Bangalore,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25,Honda,S MT
Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,8.5,Audi,1.8 TFSI
Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,2.75,Maruti,800 2016-2019 LXI
Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,3.4,Hyundai,Transform SX VTVT
Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,Maruti,ZDI
Kochi,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,3.21,Chevrolet,Magnum 1.6 LT ABS BS3
Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,14.25,Hyundai,1.6 CRDi SX Option
Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,6.5,Volkswagen,1.5 TDI Highline
Kolkata,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5.49,Honda,i VTEC SV
Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,0.8,Hyundai,GLS ABS
Kochi,2007,58815,Petrol,Manual,First,17.0,1086.0,,5.0,1.99,Hyundai,Xing XG eRLX Euro III
Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,5.91,Hyundai,i10 AT Asta
Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.44,Hyundai,i10 1.2 Kappa Sportz Option
Pune,2012,90400,CNG,Manual,First,11.266,998.0,58.2,5.0,2.9,Maruti,R LXI CNG
Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.6,Hyundai,i10 Sportz
Pune,2007,121000,Diesel,Manual,Second,17.8,1248.0,,5.0,2.35,Maruti,VDI BSIV
Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.21,Hyundai,Asta 1.2
Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8.0,Renault,85PS Diesel RxL
Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.5,Maruti,Dzire VDi
Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5.9,Toyota,2.5 G (Diesel) 8 Seater BS IV
Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.74,Tata,Twist XT
Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,6.8,Ford,2015-2019 1.2P Sports Edition MT
Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.5,Hyundai,1.2 Asta Option
Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.0,Honda,i-VTEC V MT
Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,5.99,Honda,S Diesel
Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.9,Hyundai,1.6 CRDi SX
Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.0,Maruti,Zeta 1.2
Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,35.0,Audi,2.0 TDI Technology
Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.5,Honda,S i-DTEC
Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,18.46,BMW,3.0d
Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2.4,Ford,Petrol Titanium
Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,1.0,Maruti,R VXI
Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.65,Hyundai,Era
Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,5.96,Skoda,1.5 TDI AT Elegance
Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,75.0,Porsche,Diesel
Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,27.15,Mercedes-Benz,200 Sport Edition
Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,10.5,Audi,2.8 FSI
Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6.7,Maruti,ZXi Plus
Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4.9,Ford,1.5 DV5 MT Titanium
Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,8.0,Mahindra,mHAWK D70 ZLX
Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.63,Maruti,K10 VXI
Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,4.8,Maruti,Dzire 1.2 Vxi BSIV
Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,4.25,Tata,Revotron 1.2T XE
Kolkata,2014,32986,Petrol,Manual,First,16.1,,,,4.24,Maruti,1.3 VXi
Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,30.27,Ford,3.2 Trend AT 4X4
Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,14.25,Mercedes-Benz,C-Class C 220 CDI CLASSIC
Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3.41,Hyundai,Sportz AT
Delhi,2009,73200,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.78,Honda,1.5 S MT
Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,15.5,Skoda,Elegance 2.0 TDI AT
Chennai,2017,129000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,3.0,Tata,V2 eLS
Pune,2012,82000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,Maruti,R VXi BSII
Kochi,2017,40459,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.28,Hyundai,1.6 CRDi SX
Hyderabad,2009,61964,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,Maruti,Lxi
Kochi,2011,15466,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.36,Maruti,R LXI
Kolkata,2014,23000,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,Honda,E i VTEC
Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.3,Hyundai,Magna
Hyderabad,2010,54000,Petrol,Automatic,First,,3597.0,262.6,5.0,6.0,Skoda,3.6 V6 FSI
Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396.0,88.73,5.0,9.18,Hyundai,1.4 Sportz
Hyderabad,2017,26400,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.99,Maruti,ZXI Optional
Pune,2011,31900,Petrol,Manual,First,13.4,1798.0,157.8,5.0,3.75,Skoda,1.8 TSI Ambiente
Chennai,2010,39000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.5,Ford,Diesel LXI
Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7.2,Honda,1.5 VX i DTEC
Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,29.5,Mercedes-Benz,2015-2017 E250 Edition E
Chennai,2015,54000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,17.55,Mercedes-Benz,Class 200 CDI SPORT
Chennai,2012,20000,Diesel,Automatic,First,18.5,1985.0,163.0,5.0,12.0,Volvo,D3
Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,13.5,Audi,L 3.0 TDI quattro
Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,5.1,Hyundai,1.6 SX CRDI (O) AT
Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10.3,BMW,Series 320d
Delhi,2014,62000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.7,Hyundai,1.6 SX
Kochi,2014,41994,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.41,Maruti,R VXI
Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.4,Ford,Diesel EXI
Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198.0,82.0,6.0,5.6,Mahindra,100 mFALCON G80 K2
Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata,LS
Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8.2,Mahindra,300 T8 AMT
Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,27.5,Audi,35 TDI Quattro Premium Plus
Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,3.5,Maruti,R VXI 1.2
Kochi,2016,70536,CNG,Manual,First,13.669699999999999,998.0,58.33,5.0,4.58,Maruti,CNG VXI MT
Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.34,Maruti,Brezza ZDi Plus Dual Tone
Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,3.25,Mahindra,DX 2.6 Turbo 8 Str
Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,5.0,Hyundai,CRDi
Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.25,Hyundai,Xing GLS
Kochi,2014,60033,Diesel,Automatic,First,18.18,2967.0,250.0,4.0,51.52,Porsche,Diesel 250hp
Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.62,Maruti,Brezza VDi Option
Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7.25,Maruti,Dzire VDI
Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,5.47,Honda,V Petrol
Pune,2014,55001,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,31.0,Jaguar,2.2 Litre Luxury
Kochi,2017,20469,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,35.98,Mini,Convertible S
Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.42,Hyundai,Era Plus
Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,11.5,Audi,3.0 TDI quattro
Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,7.25,Hyundai,Active 1.2 SX Dual Tone
Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.0,Maruti,AMT DDiS VDI
Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.33,Ford,1.5 DV5 MT Titanium
Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.35,Maruti,R VXI BS IV with ABS
Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.4,Volkswagen,1.5 TDI Highline
Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,2.99,Toyota,VX
Bangalore,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5.6,Honda,1.2 SV i VTEC
Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,6.63,Volkswagen,1.5 TDI
Kochi,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,7.9,Volkswagen,1.5 TDI Highline
Kochi,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,7.0,Honda,V MT Exclusive
Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.95,Honda,VX AT
Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.19,Skoda,1.6 MPI AT Style
Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,5.1,Hyundai,CRDi
Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,5.9,Hyundai,Active S Diesel
